linkid,click,pageview,preview,total_events,click_rate
9f5e1a5d-1a5a-54fa-b4ae-6f10065b1922,1,1,0,2,100.0
bc319b9b-0947-57bd-974b-63dd263747a5,1,1,0,2,100.0
00073307-ae96-5089-a117-4783afb42f8e,0,2,0,2,0.0
7638755e-d1bb-5d25-8b28-30943bd1b773,1,1,0,2,100.0
5d62e81e-94d9-5f84-8c06-415a742b9970,1,1,0,2,100.0
3e9c8356-d26b-504e-b7dc-4accdeca3a55,1,1,0,2,100.0
3e90c890-8952-5ac2-b0a5-af6759620761,1,1,0,2,100.0
3e8ad128-79fc-586b-822e-950d17ef109d,1,1,0,2,100.0
3e6e6acb-2171-5f91-9ce4-0521570f59dd,1,1,0,2,100.0
3e581705-685e-5129-91c6-b0db44af7418,1,1,0,2,100.0
3df2e9c2-b087-5a3c-b22e-381d1c6b2230,1,1,0,2,100.0
3d9efe2f-810a-544f-8665-3d742b069f11,1,1,0,2,100.0
3d702d98-e8b0-5790-98ea-498c26901d35,1,1,0,2,100.0
3d4db696-b704-4f3c-8823-8913b069fe5d,0,2,0,2,0.0
3d4ab197-bb90-564b-be2f-5eb182ede923,1,1,0,2,100.0
3d3f4439-9d6f-443a-b9b6-085220bf2c60,0,1,1,2,0.0
3d27e34a-0236-5bf2-acfa-52828b1713ca,1,1,0,2,100.0
3d26e785-bbd5-51f0-9857-a148679e0cb4,1,1,0,2,100.0
3d0e78ec-d580-49a0-ae97-2e11992c411a,1,1,0,2,100.0
3ce9dbba-502d-541c-b563-3dc79b1fb949,1,1,0,2,100.0
3cbb0031-117a-57c1-b9d7-3b2920f4eb7d,1,1,0,2,100.0
3c86d715-ff11-57b7-a3f1-0a7437f012aa,1,1,0,2,100.0
3b8befcf-8321-5d36-862a-4ee95a8869f0,1,1,0,2,100.0
3abf299f-90b5-566a-90a6-d8cd4527dbb6,1,1,0,2,100.0
3a9fb34e-cfc7-51fb-81b5-ae23bbbeb0a1,1,1,0,2,100.0
3a84881b-2f7e-56bf-9f5f-3c2d9b596ac0,1,1,0,2,100.0
3a4c593e-a5e9-56fc-b156-f730867f6ad9,1,1,0,2,100.0
3a2bae60-84c1-527a-80cf-4fdbb921a704,1,1,0,2,100.0
3a0bb87f-b88f-5ee7-bd27-8db02cb55de2,1,1,0,2,100.0
39ee8526-8815-5eb0-b6b2-e1782e7e3d32,1,1,0,2,100.0
39cf505f-5096-515f-b960-1fa352549441,1,1,0,2,100.0
39b6bf20-d2fe-5e10-a746-715da7835bca,1,1,0,2,100.0
399a5f19-bc6e-55c7-8ce7-3951ca0232b0,1,1,0,2,100.0
397f3589-4f90-516b-bc92-376eea940be4,1,1,0,2,100.0
3eaa51fa-44f6-51ab-af64-cbced58f9437,1,1,0,2,100.0
3eab416a-d56c-50b2-9b80-4d581c31b47b,0,2,0,2,0.0
3f0ff286-de95-515f-bb3b-b19358bcbf62,1,1,0,2,100.0
428f5faf-7afc-5b90-aec0-e900acbd55b7,1,1,0,2,100.0
46393e87-ffaf-59c3-9e84-fccc1048ad86,1,1,0,2,100.0
45b40157-a9cc-54c8-8a67-722fb16d937f,1,1,0,2,100.0
45878c1f-7533-52bd-a456-d1480ca7d8ff,0,2,0,2,0.0
450d03ab-e0d1-5817-bfaa-ea2c77c63e43,0,2,0,2,0.0
4509142e-93cf-532f-b33f-5f0ad4aae123,1,1,0,2,100.0
44b2a3e2-13ea-5340-98f2-7a2ee74fb979,1,1,0,2,100.0
44a00e7c-54c8-573b-b1b8-7907fc4c783e,1,1,0,2,100.0
4497f364-9833-5bdf-89e4-bd8503bc5311,1,1,0,2,100.0
447aff0d-c0f3-5005-8eb6-4cdab726d306,1,1,0,2,100.0
443e9e83-0c42-50e6-b3a6-06fc264d6144,1,1,0,2,100.0
43f23924-4955-5775-b9f5-da1ced710670,1,1,0,2,100.0
43688a30-ed94-54d6-be0a-ba60c0e0e7cf,1,1,0,2,100.0
432dddbc-2b49-5e32-b136-5ae27e3702ae,1,1,0,2,100.0
41e67671-a587-40f8-88c0-6e61a702f447,1,1,0,2,100.0
3f273483-518e-5cc9-8a5a-578ed40935f0,1,1,0,2,100.0
41ae7ef8-cc64-5b7a-b9f8-dfeda147dbc9,1,1,0,2,100.0
41a9f892-f9b5-5984-a679-04829310a975,1,1,0,2,100.0
411dfd34-35cb-5ff5-af60-fe8c57350a2b,1,1,0,2,100.0
4103d669-89b9-5d0f-927f-d8ec8f4b52a8,1,1,0,2,100.0
40c1bacc-e1d7-5b7f-ae4d-c8956d3049b5,1,1,0,2,100.0
40bdd223-33b8-50b3-a7fc-b2020604cb2a,1,1,0,2,100.0
404110e6-1707-5a13-8177-86710fdb4943,1,1,0,2,100.0
401604e2-6a1c-562a-9a4f-6964cbd23a3d,1,1,0,2,100.0
3fee99f7-a38f-5383-b600-2dd67f68ccf7,1,1,0,2,100.0
3fe8719c-96f4-5cd3-9f01-916fb0c9cac4,1,1,0,2,100.0
3fa7deea-0652-5311-8bdb-022195adac7d,1,1,0,2,100.0
3f8a9925-2f7a-5777-9f33-9f8b28c2645c,1,1,0,2,100.0
3f325229-76f9-5a1d-9a45-b265ba6effcb,1,1,0,2,100.0
394f0842-e83d-4d65-a807-f62fc6dc202a,1,1,0,2,100.0
394dcba2-ca75-552d-b99a-e676fe5b9def,1,1,0,2,100.0
38fa1b63-f0a5-57f8-afdf-f76f4a66df74,1,1,0,2,100.0
2fc01ad0-6e50-5e1f-8978-2d0c98913d1f,1,1,0,2,100.0
31fe10a3-e0ff-51b9-8985-6ba072c14231,1,1,0,2,100.0
31651b33-f896-59a5-8819-e869422bc7ef,1,1,0,2,100.0
313826a0-3f07-5a81-85cd-7872da6a086a,1,1,0,2,100.0
3115028d-ca57-5cb2-9f58-f7bb2db25e4a,1,1,0,2,100.0
30be6c95-ed21-5533-bb1e-89509b3e253a,0,2,0,2,0.0
30b86123-1dc3-51af-aafe-0c1b9675f446,1,1,0,2,100.0
30b3aae4-3ee4-5363-85f1-6f6818e46210,1,1,0,2,100.0
3076f3c9-6a40-50a7-bb09-0c0d590eaa13,0,2,0,2,0.0
30694a29-b408-5fd8-8303-50e2b9bd6396,0,2,0,2,0.0
3065ee3a-623f-55e3-bcdc-56aac3cfc87c,1,1,0,2,100.0
302bbf79-2951-4230-830d-0662f4126753,0,2,0,2,0.0
2fec1964-61fa-5da0-a0ca-5c453332d68a,1,1,0,2,100.0
2fc90172-8b19-5217-b0c7-5245dae90d9e,0,2,0,2,0.0
2ecdccd1-f485-5ad1-8094-313a087baf6b,1,1,0,2,100.0
32375918-652d-56b3-bb7a-7f012336084d,1,1,0,2,100.0
2eb59f1b-516b-51d7-ae1b-3e39cf1f7d14,1,1,0,2,100.0
2e891f28-79ad-5c4f-9529-3661ae2f2d80,1,1,0,2,100.0
2e2f5fc9-59a6-5d99-ad0c-048613cbe49b,1,1,0,2,100.0
2e1deae7-588c-590a-bdde-9fea8d0a4994,1,1,0,2,100.0
2e166668-f512-5a1a-9b77-c17375f8b89b,1,1,0,2,100.0
2df10106-c36e-5e7f-a43c-c88e115af3a0,1,1,0,2,100.0
2dbb5b94-634a-5d7b-9b4e-0afab0b83926,1,1,0,2,100.0
2d84e933-c864-4520-a113-7107cc374ec4,1,1,0,2,100.0
2d6ae0e2-b223-57b9-a404-10a826ca14f2,1,1,0,2,100.0
2d67718c-a5fc-5896-82a5-e438c7a2802b,1,1,0,2,100.0
2d609a74-1c20-5f40-bdd7-574ab5c4e7f4,1,1,0,2,100.0
2d1db440-3394-56e1-b0d5-5da610d42af7,1,1,0,2,100.0
2d14da63-31be-5205-afc9-78c4b4482f55,1,1,0,2,100.0
3200fda9-d6c3-41b1-8809-cda590a6c2a6,1,1,0,2,100.0
3283d709-9811-51fe-940d-f2d12b7e966e,1,1,0,2,100.0
38f9631e-1cf4-5c9d-b29b-190626da06c0,1,1,0,2,100.0
36614f1b-881e-5813-bb63-6ea1dc77c74c,1,1,0,2,100.0
38d5aff0-83e6-539a-a79a-7a89d6268bee,0,2,0,2,0.0
3894ab1d-49b6-560c-bb5d-b61b48cd9b75,1,1,0,2,100.0
38889196-1b56-536c-8d83-a826fa33f307,1,1,0,2,100.0
387c4692-d4b0-55d0-933e-dcf8bdba4258,1,1,0,2,100.0
37ebd42f-d88c-51b8-8bbf-ca0356195e5d,1,1,0,2,100.0
37bb0711-fb26-5b60-bde7-9ecf3c6f5403,0,2,0,2,0.0
37b30048-d369-5a02-ab2d-9b6dfe750fed,1,1,0,2,100.0
37a8043e-a064-51ab-a3a8-4765b2de189e,1,1,0,2,100.0
379625f8-90fc-5b03-a955-54cf47968c1f,1,1,0,2,100.0
3745e21d-7160-533c-acb0-358f80e789a8,1,1,0,2,100.0
371ed56f-34bf-5a1e-8a0d-542e1205569a,1,1,0,2,100.0
36e71689-1df7-5833-87db-ffddec8b6803,1,1,0,2,100.0
3687f63f-7add-5d64-b9c4-aea9aa57bf1b,1,1,0,2,100.0
3653d3aa-474e-59a5-ac34-28a7df269a01,1,1,0,2,100.0
328b95b2-0fc1-5203-ad59-531c76f46cd1,1,1,0,2,100.0
362d9bbc-8fe7-59f9-a73f-091eb4cd0d00,1,1,0,2,100.0
35d56ae9-5dce-56f4-9c93-e208aaa7b202,1,1,0,2,100.0
355933d3-bfdd-5a27-8588-8f9a4f0bdbcb,1,1,0,2,100.0
35080700-4713-50b4-91f4-10a58811ad50,1,1,0,2,100.0
348d128c-51b8-5605-b13c-ce3cdccc76a9,1,1,0,2,100.0
345bc7a5-c286-59be-b3bc-a7456d0a02f2,0,2,0,2,0.0
3453d16a-5949-529e-bf98-81b89c8852e3,1,1,0,2,100.0
3449188b-e012-5ec2-b681-f69b487d7fa0,1,1,0,2,100.0
3436eb02-40f7-57ff-a94d-d7acf98a455a,1,1,0,2,100.0
340eec10-1b84-5ac2-85f9-2c45b51e8e68,1,1,0,2,100.0
33acecb4-3b56-502e-b35a-94b9e41fe1f9,1,1,0,2,100.0
330773a6-f22a-5c7a-a3e4-7809fe8539b9,1,1,0,2,100.0
32e892ad-438b-5601-8fe9-42b22a307eb6,1,1,0,2,100.0
46540973-e533-58cd-8b14-1ba369965b7f,1,1,0,2,100.0
46551327-1976-5990-b335-51a8de3af65b,1,1,0,2,100.0
46839bb1-be2c-56ee-9759-7afdd03f3e10,1,1,0,2,100.0
54e0a47a-c0da-5b7f-a9ae-d26a04e7bf7e,0,2,0,2,0.0
5690c70d-ba88-5f50-af40-c9e8caf3ceba,1,1,0,2,100.0
567811a1-8c40-5512-9a02-1cc100b5a1b7,1,1,0,2,100.0
566d5e03-49ee-53b1-adb2-2cbbeac78024,1,1,0,2,100.0
566ce820-a0d5-5ca5-8ad1-15ba53126e95,1,1,0,2,100.0
564ae524-4352-5caa-a30b-989ebef7565e,0,2,0,2,0.0
55e5b7cc-3375-5da2-9782-e0875f140ee8,1,1,0,2,100.0
55ba8b78-5dde-56a3-9257-4045ed121990,1,1,0,2,100.0
55a3acd4-a6b2-5dca-a000-e441519ad84b,1,1,0,2,100.0
559a4211-d8bb-5187-9734-fcf6f58cb5e4,1,1,0,2,100.0
556da393-835a-5fc9-a812-85040bda0fc9,1,1,0,2,100.0
554ed1ee-f51c-5f9d-a28e-b24b49d59c85,1,1,0,2,100.0
553e5c60-f2f6-5897-8125-071cb10916ba,1,1,0,2,100.0
55316c0f-0825-5658-a11a-7245777ded00,1,1,0,2,100.0
54744c7e-ea2a-5376-876a-439d24775153,1,1,0,2,100.0
56d83147-8306-50be-b48c-cdb925d1d50e,1,1,0,2,100.0
5470dfdf-4a99-5eb3-92e9-e82e2888565a,1,1,0,2,100.0
5432b590-b88c-5ad8-9659-0635a2f6de6c,1,1,0,2,100.0
53f96a1c-d5d2-5d1d-b72f-406e78d9a10d,0,2,0,2,0.0
53f43f18-246a-5597-a935-00c6cb093db0,1,1,0,2,100.0
53e9b714-c5ce-58c6-8ed5-989eee8a9d3a,1,1,0,2,100.0
5379e914-8365-5506-b0f4-ee2183ca3ac4,0,2,0,2,0.0
53623220-292c-5995-9237-10cb1a5879b4,1,1,0,2,100.0
53535822-aa45-5979-92b9-ced7f585016d,1,1,0,2,100.0
53404e74-45b4-5470-b6fa-b0117b41c00c,1,1,0,2,100.0
5311dbed-fc83-5359-8ec9-f2752df1e901,1,1,0,2,100.0
52f66dec-ca44-5298-a30d-30beb3577f75,1,1,0,2,100.0
52ea05f5-f219-54e6-8e3c-9a23a093ac6e,1,1,0,2,100.0
52e2f1ed-0371-5d1b-afca-275a4ce22dcf,1,1,0,2,100.0
56d67f69-029d-4e93-b18d-35a797ce00ab,0,2,0,2,0.0
56e8bca9-38ed-5bb9-bd0f-b37224665997,1,1,0,2,100.0
528ebc7c-0f0c-5d4a-bab7-d0dec5b0b38e,1,1,0,2,100.0
59a0a460-92b2-5fce-aadd-c04047c371be,0,2,0,2,0.0
5c81747c-6fa9-5fd4-bd45-a05b9aa0274b,1,1,0,2,100.0
5c4ed5e7-a151-5861-a0d8-1e7aa690f61a,1,1,0,2,100.0
5c34313e-b9d0-552b-a784-43bd6f8bb31b,1,1,0,2,100.0
5bd45bc7-907a-5355-9b8b-eae9a964d7e3,1,1,0,2,100.0
5bbae6bc-04ad-5eb2-b00d-9c02ac40d356,1,1,0,2,100.0
5bb4563a-92f0-57ef-9dee-9f084fe6ba76,1,1,0,2,100.0
5b7fe154-4e9b-5536-98a4-a6439561efac,1,1,0,2,100.0
5b69ba6b-94ff-56cd-bf4d-2dae80caf2d2,1,1,0,2,100.0
5b28f345-45fa-59ff-8ab4-cf3faab445df,1,1,0,2,100.0
5b08a91a-86f9-5d20-962f-11cb212c506e,1,1,0,2,100.0
5a6cee90-3293-5913-87ac-fe61a7877c9b,1,1,0,2,100.0
5a60382d-a7f8-5372-89f8-7e58d2a8808e,1,1,0,2,100.0
5a5fbc4a-f4ec-5b93-972b-a65395165fd4,1,1,0,2,100.0
5945cbf4-eff0-521b-ae36-28a7afd730cf,1,1,0,2,100.0
57295b73-46bc-54a0-8a6d-38d64c980acb,0,2,0,2,0.0
5931fa07-f3d4-58b9-acd0-caa92f826160,1,1,0,2,100.0
58fa55e4-bee0-5500-ba9d-11a2145aad09,1,1,0,2,100.0
58ef51ca-f64c-539f-910b-c4348f9dfaa6,1,1,0,2,100.0
58ed5f18-6016-5075-9a74-074ed290a344,1,1,0,2,100.0
58dd76fd-2f2c-5d30-972a-2fdae84bfe3a,1,1,0,2,100.0
58b330fb-71e9-5c1a-9b02-cbff56ecc12a,1,1,0,2,100.0
5883ef35-41d0-5863-ab9a-c0f664ca91c1,1,1,0,2,100.0
58311c8d-46fb-550c-8c56-62535d3a0cc0,1,1,0,2,100.0
58254b76-0cb2-5c13-a96c-8e7134182845,1,1,0,2,100.0
57c7222e-ec94-5b98-ac2a-2ba727da6dae,1,1,0,2,100.0
57b7d13a-6025-5e9b-bf2d-73c6d0cec15b,0,2,0,2,0.0
57ab1f56-8224-59cd-8b21-e0070efdbb35,1,1,0,2,100.0
578d7caa-a8db-5afb-a29f-a5b6ed79b657,1,1,0,2,100.0
52a4fd31-7621-58d8-a690-b81867bad2b7,1,1,0,2,100.0
524f4eba-8a88-517f-a598-dfd1f6f10230,1,1,0,2,100.0
4772b4af-255d-5c42-a444-db2895a9e8a6,0,2,0,2,0.0
4a89689f-a575-5c43-b360-5785fe2c55df,1,1,0,2,100.0
4d2b2392-9a1c-5dcf-a4e1-f8f7abc9b08c,1,1,0,2,100.0
4cef6aac-a84a-5658-8f03-25833793605e,1,1,0,2,100.0
4c95b00f-7229-5d80-9fe2-67bd1485d879,1,1,0,2,100.0
4c5ded1f-914d-5794-8474-51394aa52802,1,1,0,2,100.0
4c58e78b-438a-5e55-a73d-c2061804d45a,1,1,0,2,100.0
4c553a5f-c44e-5e7b-ae70-04a6baedc61b,0,2,0,2,0.0
4c0b6b1c-ccb7-549b-afd2-c89fb3e3f905,1,1,0,2,100.0
4be65c18-fc6f-51a0-90c4-44525465935e,1,1,0,2,100.0
4bda0853-494d-53e4-8680-3c2f6cbf11c8,0,2,0,2,0.0
4b5b65b6-e0ad-55ab-bb90-c8e74c6573a5,1,1,0,2,100.0
4b3b03f0-7915-5256-a26a-06a9785b0283,1,1,0,2,100.0
4ae449e3-5d90-51a3-8dd4-e8866be4fa30,1,1,0,2,100.0
4aa5e12b-2b38-5d2b-ab76-465cee0a02ba,1,1,0,2,100.0
4a589376-1637-5133-a57e-99620529f46c,1,1,0,2,100.0
4dcb01dc-04c4-5248-97e1-9983e9ef891c,0,2,0,2,0.0
4a3da8b6-09c3-55aa-afba-424f6504da85,1,1,0,2,100.0
4a07b9d9-64d0-5f92-809a-066cee23ec00,1,1,0,2,100.0
49d69b71-00bf-5f10-8062-6dd01102fd8a,1,1,0,2,100.0
49ba217f-332f-44eb-94dd-33f8eff1dbf0,1,1,0,2,100.0
49989e1a-9ae0-4311-b46b-b060d62f0bc0,1,1,0,2,100.0
49119cfc-a1a1-5f4c-b075-0632a06c8bdb,1,1,0,2,100.0
48b32e42-66fd-5525-bcfc-bf77b7bbdc82,1,1,0,2,100.0
4895d0ad-781d-5cda-97b9-d0c41277c026,1,1,0,2,100.0
488bd560-341b-53b4-9af1-38d0baff30e4,1,1,0,2,100.0
48757c09-d6ff-4f5b-aa58-583f9afa8036,0,2,0,2,0.0
48260594-5025-5b4c-8fdb-b1f26075c383,1,1,0,2,100.0
47cf76e6-16f8-5353-9a8a-cd403adc6cfd,1,1,0,2,100.0
477ba74e-6317-5308-8243-003f98ac6a13,1,1,0,2,100.0
4d734348-cddd-5c01-834e-ea58cd1a533b,1,1,0,2,100.0
4dd55812-9c8c-58f4-85a3-eb0b66daafaa,1,1,0,2,100.0
52378bf8-a93d-5d70-9c61-e53ca6445b29,1,1,0,2,100.0
506e64b4-3f51-5907-abd4-f47ee1541218,1,1,0,2,100.0
520fbe06-8ed6-4043-8020-141d01004959,1,1,0,2,100.0
51f398b1-e5c3-5680-88e8-78e8bcbc47ae,1,1,0,2,100.0
5181b357-fa57-5916-b59c-ccb002d4fd67,1,1,0,2,100.0
514d4068-eb60-560a-89cf-9f42e9481f96,1,1,0,2,100.0
514c84b3-c237-56c4-9a17-e3b815a30a65,1,1,0,2,100.0
5141aefe-566a-5cc4-bc7d-b70d884b522a,1,1,0,2,100.0
50ec65b4-7240-59ba-9a3a-cc17fb4cfb2c,1,1,0,2,100.0
50eb5cfe-03be-5952-bfbb-a8ec490668ae,1,1,0,2,100.0
50ce2115-5aaf-5d18-8811-5e0a17713918,1,1,0,2,100.0
509424e4-1b8a-5163-a94c-6487f9ed7569,0,2,0,2,0.0
508e3294-fc24-55e2-87a4-d35ad95bb885,1,1,0,2,100.0
50841d5f-ff15-5523-9247-13bb860ad7c9,1,1,0,2,100.0
506f45e8-299f-5003-8851-f37fc223b3cc,1,1,0,2,100.0
506cf4d3-dc55-597e-812d-ab86674d0edf,1,1,0,2,100.0
4ded2ed1-a31d-5b0c-b1c2-aaba48565570,1,1,0,2,100.0
50679747-be7a-506f-935d-a454488ddf7e,1,1,0,2,100.0
50595546-78b4-500f-a797-ed8283d1b05b,1,1,0,2,100.0
50370fb3-a7b0-5448-b25a-b9216a20a8ef,1,1,0,2,100.0
4ffdbb04-ec37-5de0-aa3c-2c688def7ea1,1,1,0,2,100.0
4ff41016-d7a6-5da0-82e0-9d4e944e0b61,1,1,0,2,100.0
4fd373d9-bdac-5363-90c7-ea0bf9185b52,1,1,0,2,100.0
4ec785cd-e90d-5c3e-9031-51489fa6dcf1,1,1,0,2,100.0
4ea8e74f-021a-5f99-83d7-6f457b8b40b2,1,1,0,2,100.0
4e921ba7-1ca6-5964-9dc0-dc0d9c64bab6,1,1,0,2,100.0
4e84da84-396b-594b-a731-be8d2b1abec5,1,1,0,2,100.0
4e812657-bf33-5a7a-a54c-628101d35f16,1,1,0,2,100.0
4e752f2d-a6e3-5808-9527-ce19afe93177,1,1,0,2,100.0
4e272c3a-1415-5817-9910-e585602738dd,1,1,0,2,100.0
2cf721e8-629c-5703-99de-19b30b234832,1,1,0,2,100.0
2cce44cb-c974-4ccc-86dd-cd76716318c9,1,1,0,2,100.0
2c9feb9e-e384-5f62-9075-091413a2b535,1,1,0,2,100.0
10494209-a550-5037-8eab-a6b4d7c06299,1,1,0,2,100.0
11c9848d-0aed-5373-b816-51c1a4aee9df,0,2,0,2,0.0
11a53c3b-2d0c-5259-9778-0c0934fb2d2d,1,1,0,2,100.0
119420d2-6777-5be9-a4be-bf57b4249afc,1,1,0,2,100.0
1193d9a3-cca6-5182-8bb3-a2d895563174,0,2,0,2,0.0
11777b44-a39b-4c58-b883-dcc679c6a520,0,2,0,2,0.0
116ad333-136f-5d5c-80e5-41655a8d5536,1,1,0,2,100.0
1168825b-ddf4-5ec4-8b89-322372ce1341,1,1,0,2,100.0
11539f47-fa9f-5a96-8ec1-fa16161f1d63,1,1,0,2,100.0
114ff7ed-e60f-5e5e-9729-f7d72f78985e,1,1,0,2,100.0
114e0c9e-ef04-52b6-a338-be592dc7bb97,1,1,0,2,100.0
113c158a-fdb4-540d-a94d-4544d1a6f5e7,1,1,0,2,100.0
1126cf17-5324-5e53-9de9-7b6fbbae9b74,1,1,0,2,100.0
10f4d1d7-7035-500e-baae-e070e519fc76,0,2,0,2,0.0
10386e19-e6bc-50aa-bf7a-5332f3251fcb,1,1,0,2,100.0
11ff7d38-053c-5ae4-aea3-66b10b79cd78,1,1,0,2,100.0
0fc9d75d-277f-5c22-9066-0ecb554d508e,1,1,0,2,100.0
0fb122ac-3f25-50f0-8d68-7f247ce49cfc,1,1,0,2,100.0
0f754f8f-9b67-57c6-bb8a-ba9d4c29391c,1,1,0,2,100.0
0f2d718f-23be-59cc-8c1f-e5b2fecde520,1,1,0,2,100.0
0e5d37a4-f2f6-521d-b252-77bcd6dbb774,1,1,0,2,100.0
0e46d6cc-b296-518d-a545-c5ba9ce7e022,1,1,0,2,100.0
0df4dd7f-b226-5b6d-b9fb-15f770f0797c,1,1,0,2,100.0
0de63705-8747-52ca-87ed-89a87c0cd92e,1,1,0,2,100.0
0d784c57-cd64-53b7-9c40-162f0de63dd3,1,1,0,2,100.0
0d5204a2-5f3e-5a16-9c05-b312bb8a9ea5,1,1,0,2,100.0
0d360476-0595-5152-8295-50c857860072,1,1,0,2,100.0
0d28cbce-0802-5edf-b87c-09f43357544d,1,1,0,2,100.0
0ce98fe5-0e98-5d9d-8be4-8b379d9312c1,1,1,0,2,100.0
11fd2567-9cd4-536b-8b94-92bc50114caf,1,1,0,2,100.0
1200ca9c-3b27-517d-b6b0-6056862cbaf2,1,1,0,2,100.0
0c1c635a-ad29-5319-8c40-469a3dad4f24,1,1,0,2,100.0
1496f74d-bae3-53ea-9b37-0d7015c75625,1,1,0,2,100.0
16bd7b47-51ba-5dd4-bc9e-d7ea6c8fdde5,1,1,0,2,100.0
16bc713e-71a1-4861-b2ca-944f1873a52c,1,1,0,2,100.0
165ba80c-1745-5872-bf94-37080c74105e,1,1,0,2,100.0
16470d85-f471-562c-a25f-4bd86fa4ac4a,1,1,0,2,100.0
163469be-f077-542a-8216-8a52bde030b9,1,1,0,2,100.0
161664f1-735e-5d34-9017-d0d2f5900c59,0,2,0,2,0.0
16094f15-0713-5e6d-a4d6-de1f2f68cda2,1,1,0,2,100.0
15efda84-5541-4a35-bb03-b68e0ca78dea,0,1,1,2,0.0
15d50f7b-6e98-5e20-ae60-2cfc80d9dac1,1,1,0,2,100.0
15c6682b-daa7-5c85-beee-31b1ee9c9e72,0,2,0,2,0.0
158f4530-b80e-5a1b-a085-697811915683,1,1,0,2,100.0
155bc949-1b8f-51a3-af40-1e88f8dc90cf,1,1,0,2,100.0
15289c83-9cdf-5de3-8cad-9da3cdc202a5,1,1,0,2,100.0
148b3e93-4472-5e87-917c-4ad909cb9a00,1,1,0,2,100.0
1219b9dc-a16c-4fc1-8b38-7a3bcab8f7ac,1,1,0,2,100.0
14393346-781a-53c7-b9e2-a5333868c181,1,1,0,2,100.0
13df9cb4-10ce-528a-9cb3-da5c63f352d3,1,1,0,2,100.0
13b28cbf-2237-55da-a8ae-e9cfb1947a0d,1,1,0,2,100.0
1379d216-cb93-5bda-98ab-fb5684412ec7,1,1,0,2,100.0
1343b256-77a6-5681-b878-59d2bd65befb,1,1,0,2,100.0
132c744a-d87b-5ed6-aff2-d9b8c718a4ea,1,1,0,2,100.0
12ed8b6a-7f2f-5b20-a046-39cca2067afa,1,1,0,2,100.0
12dc14de-274b-504a-b448-7be07581002c,1,1,0,2,100.0
1273aa02-f177-50a2-873a-21df8b51cddb,1,1,0,2,100.0
126ea6ed-dabb-5f3a-8d8c-2032dd875b02,1,1,0,2,100.0
1243a258-f5fd-56d0-b25d-1531a5cc04eb,1,1,0,2,100.0
121e8ab6-d3c7-5d38-bf4d-6778c25d5c18,1,1,0,2,100.0
121d8f91-d0d2-5bb9-9748-2996d144de68,0,2,0,2,0.0
0c460888-c74e-5688-8f00-8ab897d13368,1,1,0,2,100.0
0c1bc920-b341-5136-9e99-fa8c913f64c3,1,1,0,2,100.0
17166a68-2f94-509e-9576-52b75f7f2c52,1,1,0,2,100.0
02e38112-f7a0-5e6b-94fd-867ade319407,1,1,0,2,100.0
04eeb9ad-595f-5c75-8253-e2964f1ca171,1,1,0,2,100.0
045218ae-79f8-5668-88f0-5b4f811e2812,1,1,0,2,100.0
03e71fc3-b4b9-5f7b-8064-ae7930def700,1,1,0,2,100.0
03e4d8a4-e778-5a02-92aa-2d0e718b8a7f,1,1,0,2,100.0
03dbd728-ad16-5bd8-9adc-68b8de8343c6,1,1,0,2,100.0
03bd9be3-7963-55ab-b079-7476c577b6d6,1,1,0,2,100.0
03ba792b-ee65-5fee-aa12-bcba0e995ef9,1,1,0,2,100.0
038f22ab-a137-5c46-bfd0-ff936d64ce30,0,2,0,2,0.0
0357a39e-7432-5681-9010-895893d53d80,1,1,0,2,100.0
034fe2c3-886b-547b-8c7d-428f6789a13b,1,1,0,2,100.0
0335024b-aecd-59c2-81f2-c386705e90d7,1,1,0,2,100.0
032aafb6-f965-5d4e-a50b-c32bc2fc3529,1,1,0,2,100.0
031979d8-da67-5cdd-b351-2aad3020d742,1,1,0,2,100.0
02db7ad0-e9ca-42ba-98bc-30ede4498c4c,0,2,0,2,0.0
050ef36a-198e-59db-8c6d-9fca40bf3a7e,1,1,0,2,100.0
02b6599c-02fc-5cf0-a3f1-5f4b268e96aa,1,1,0,2,100.0
01dc9a8c-98b3-4b5e-bc94-4e4b3c3877c6,1,1,0,2,100.0
01cbe9ef-aeea-5d96-aa06-77ed7673c2d2,1,1,0,2,100.0
019fa7e6-de0a-5bad-a109-0a04567858d4,1,1,0,2,100.0
01966594-3bd7-5589-b2be-a0ba58c911b9,1,1,0,2,100.0
015533e6-1761-50d6-93ad-beb388a0f2fe,1,1,0,2,100.0
013d5aa6-2862-5690-99e9-eb5f20130e75,1,1,0,2,100.0
0102e0b6-81b6-56f9-ae22-bf7e99333e4f,1,1,0,2,100.0
00f1527d-b611-5799-9cc7-1f15f294d18c,1,1,0,2,100.0
00bc48d3-197c-5cc3-b4f6-f25f3135eaff,1,1,0,2,100.0
00b2d90d-68ed-57aa-a2f6-9c3075143b30,1,1,0,2,100.0
00760ee1-d400-5f81-a1a8-04cfd7e11006,1,1,0,2,100.0
004b9724-abca-5481-b6e9-6148a7ca00a5,1,1,0,2,100.0
050ad045-93ea-558b-8db4-2ab1877f5fa8,1,1,0,2,100.0
056d18fa-a521-5f7e-998a-9ed08faf9795,1,1,0,2,100.0
0c0c3f32-07eb-55bc-8579-0d94491d4aff,1,1,0,2,100.0
099df441-44c7-5055-90a1-acbe3e6e4808,1,1,0,2,100.0
